,political_review,date,cleaned_text,cleaned_text1,cleaned_text2,LabelFromVADER,TopicNumber,TopicName,label
9107,Sisi discusses boosting Egypt-US military cooperation with the head of US Central Command,2018-09-08,sisi discusses boosting egypt us military cooperation with the head of us central command,sisi discuss boost military cooperation head,"['sisi', 'discuss', 'boost', 'military', 'cooperation', 'head']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9108,US to release $1.2 billion in military aid to Egypt,2018-09-08,us to release 1 2 billion in military aid to egypt,release military aid,"['release', 'military', 'aid']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9109,Egypt's Pope Tawadros leads 40th-day memorial service for slain bishop,2018-09-08,egypt is pope tawadros leads 40th day memorial service for slain bishop,lead 40th day memorial service,"['lead', 'th', 'day', 'memorial', 'service']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9110,Award-winning Egyptian photojournalist Shawkan to be released from prison due to time served: Lawyer,2018-09-08,award winning egyptian photojournalist shawkan to be released from prison due to time served lawyer,win egyptian photojournalist shawkan release prison due time served lawyer,"['win', 'egyptian', 'photojournalist', 'shawkan', 'release', 'prison', 'due', 'time', 'served', 'lawyer']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9111,"Egypt court hands death sentence to 75 defendants, including Brotherhood leaders, in dispersal case",2018-09-08,egypt court hands death sentence to 75 defendants including brotherhood leaders in dispersal case,hand death sentence defendant include brotherhood leader case,"['hand', 'death', 'sentence', 'defendant', 'include', 'brotherhood', 'leader', 'case']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9112,China-Africa partnership: Development vs debt,2018-09-08,china africa partnership development vs debt,debt,['debt'],neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9113,"Obituary: Hussein Abdel-Razek, founder of Egypt’s modern left ",2018-09-08,obituary hussein abdel razek founder of egypt s modern left ,founder,['founder'],neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9114,Marie Assaad: A legacy of love,2018-09-08,marie assaad a legacy of love,legacy love,"['legacy', 'love']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
9115,US-Egyptian Bright Star manoeuvres start today,2018-09-08,us egyptian bright star manoeuvres start today,egyptian bright manoeuvre start today,"['egyptian', 'bright', 'manoeuvre', 'start', 'today']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9116,Egyptian Armed Forces launch first Gowind-class Corvette made in Egypt ,2018-09-07,egyptian armed forces launch first gowind class corvette made in egypt ,egyptian armed force launch first make,"['egyptian', 'armed_force', 'launch', 'first', 'make']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9117,Egypt's top prosecutor orders release of bodies of British couple to UK embassy,2018-09-07,egypt is top prosecutor orders release of bodies of british couple to uk embassy,top prosecutor order release body british couple,"['top', 'prosecutor', 'order', 'release', 'body', 'british', 'couple']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9118,Military production ministry and Belgian ABC discuss manufacturing of locomotives for Egypt railway sector,2018-09-07,military production ministry and belgian abc discuss manufacturing of locomotives for egypt railway sector,discuss manufacturing locomotive sector,"['discuss', 'manufacturing', 'locomotive', 'sector']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9119,"Criminal procedures code, local governance law high on parliament's next agenda, Speaker Abdel-Aal tells Al-Ahram",2018-09-07,criminal procedures code local governance law high on parliament is next agenda speaker abdel aal tells al ahram,criminal procedure code local governance law high parliament next agenda tell,"['criminal', 'procedure', 'code', 'local', 'governance', 'law', 'high', 'parliament', 'next', 'agenda', 'tell']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9120,Egypt expresses solidarity with Japan after deadly earthquake ,2018-09-07,egypt expresses solidarity with japan after deadly earthquake ,express deadly earthquake,"['express', 'deadly', 'earthquake']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9121,Egypt's Sisi inspects site of Gabal El-Galalah mega-project in Suez,2018-09-07,egypt is sisi inspects site of gabal el galalah mega project in suez,sisi inspect site,"['sisi', 'inspect', 'site']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9122,Egypt's oldest watch shop demolished in downtown Cairo ,2018-09-06,egypt is oldest watch shop demolished in downtown cairo ,old watch shop demolish downtown,"['old', 'watch', 'shop', 'demolish', 'downtown']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9123,Boeing and Ain Shams University meet to explore opportunities for collaboration ,2018-09-06,boeing and ain shams university meet to explore opportunities for collaboration ,meet explore opportunity collaboration,"['meet', 'explore', 'opportunity', 'collaboration']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9124,Egyptian psychologist suggests putting 'venting' kiosks in Cairo metro to combat suicide attempts,2018-09-06,egyptian psychologist suggests putting haventing kiosks in cairo metro to combat suicide attempts,egyptian suggest put havente kiosk combat suicide attempt,"['egyptian', 'suggest', 'put', 'havente', 'kiosk', 'combat', 'suicide', 'attempt']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9125,"Sisi returns to Cairo after three-nation tour to Bahrain, China, Uzbekistan ",2018-09-06,sisi returns to cairo after three nation tour to bahrain china uzbekistan ,sisi return nation tour,"['sisi', 'return', 'nation', 'tour']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9126,Upper Egypt's Luxor governorate undertakes precautionary measures to face expected dust storm ,2018-09-05,upper egypt is luxor governorate undertakes precautionary measures to face expected dust storm ,undertake precautionary measure face expect dust storm,"['undertake', 'precautionary_measure', 'face', 'expect', 'dust', 'storm']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9127,Egypt approves moving Tutankhamen exhibition from US to France,2018-09-05,egypt approves moving tutankhamen exhibition from us to france,approve move tutankhaman exhibition,"['approve', 'move', 'tutankhaman', 'exhibition']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9128,Egypt sentences four people to 14 years in prison in 2013 Shia killing case retrial ,2018-09-05,egypt sentences four people to 14 years in prison in 2013 shia killing case retrial ,sentence people year prison kill case retrial,"['sentence', 'people', 'year', 'prison', 'kill', 'case', 'retrial']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9129,"UK appoints new ambassador to Egypt, replacing Casson",2018-09-05,uk appoints new ambassador to egypt replacing casson,appoint new ambassador replace,"['appoint', 'new', 'ambassador', 'replace']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9130,Valuable art seized after attempted smuggling into Egypt,2018-09-05,valuable art seized after attempted smuggling into egypt,valuable art seize attempt smuggling,"['valuable', 'art', 'seize', 'attempt', 'smuggling']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9131,"Development in Sinai to continue despite terrorism challenge, Egypt's Defence minister tells Third Army",2018-09-05,development in sinai to continue despite terrorism challenge egypt is defence minister tells third army,development continue terrorism tell,"['development', 'continue', 'terrorism', 'tell']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9132,Egyptian and Uzbek economic reform experiences are similar: Egypt's Sisi,2018-09-05,egyptian and uzbek economic reform experiences are similar egypt is sisi,economic reform experience similar sisi,"['economic', 'reform', 'experience', 'similar', 'sisi']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9133,"Egypt police arrest artifact gang in Cairo, seize ancient pieces: Ministry",2018-09-05,egypt police arrest artifact gang in cairo seize ancient pieces ministry,arrest gang seize ancient piece,"['arrest', 'gang', 'seize', 'ancient', 'piece']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9134,Egypt's Sisi arrives in Uzbekistan for meetings with president,2018-09-04,egypt is sisi arrives in uzbekistan for meetings with president,sisi arrive meeting president,"['sisi', 'arrive', 'meeting', 'president']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9135,Parliament speaker to be third high-ranking Italian official to visit Egypt in recent weeks,2018-09-04,parliament speaker to be third high ranking italian official to visit egypt in recent weeks,parliament speaker third high rank italian official visit recent week,"['parliament', 'speaker', 'third', 'high', 'rank', 'italian', 'official', 'visit', 'recent', 'week']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9136,Four suspected criminals killed in a shootout in Cairo's 5th settlement ,2018-09-04,four suspected criminals killed in a shootout in cairo is 5th settlement ,suspect criminal kill shootout 5th settlement,"['suspect', 'criminal', 'kill', 'shootout', 'th', 'settlement']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9137,US embassy in Cairo asks citizens to 'exercise caution' after arrest of suspected extremist,2018-09-04,us embassy in cairo asks citizens to exercise caution after arrest of suspected extremist,ask citizen exercise caution arrest suspect extremist,"['ask', 'citizen', 'exercise', 'caution', 'arrest', 'suspect', 'extremist']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9138,Egypt's Sisi heads to Uzbekistan in first ever visit by an Egyptian President,2018-09-04,egypt is sisi heads to uzbekistan in first ever visit by an egyptian president,sisi head first ever visit egyptian president,"['sisi', 'head', 'first', 'ever', 'visit', 'egyptian', 'president']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9139,"Egypt temporarily suspends LTC channel's broadcasting rights over homosexual appearance, other breaches",2018-09-04,egypt temporarily suspends ltc channel is broadcasting rights over homosexual appearance other breaches,temporarily suspend broadcast right homosexual appearance other breach,"['temporarily', 'suspend', 'broadcast', 'right', 'homosexual', 'appearance', 'other', 'breach']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9140,Egypt wins AEWA prize for sorting waterbirds,2018-09-04,egypt wins aewa prize for sorting waterbirds,win sort waterbird,"['win', 'sort', 'waterbird']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
9141,Egypt's defence minister follows up on the latest details of Operation Sinai 2018,2018-09-04,egypt is defence minister follows up on the latest details of operation sinai 2018,follow late detail operation sinai,"['follow', 'late', 'detail', 'operation_sinai']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9142,Egyptian press: From papyrus to blogs,2018-09-04,egyptian press from papyrus to blogs,egyptian blog,"['egyptian', 'blog']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9143,Egypt to receive one million tablets from Samsung for the upcoming academic year,2018-09-04,egypt to receive one million tablets from samsung for the upcoming academic year,receive tablet upcoming academic year,"['receive', 'tablet', 'upcoming', 'academic', 'year']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9144,Egypt's Sisi attends roundtables to discuss means to boost China-Africa partenership,2018-09-04,egypt is sisi attends roundtables to discuss means to boost china africa partenership,sisi attend roundtable discuss mean boost partenership,"['sisi', 'attend', 'roundtable', 'discuss', 'mean', 'boost', 'partenership']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9145,Egypt expresses 'great sorrow for loss to world heritage' in Brazil's national museum fire,2018-09-03,egypt expresses great sorrow for loss to world heritage in brazil is national museum fire,express great sorrow loss world heritage fire,"['express', 'great', 'sorrow', 'loss', 'world', 'heritage', 'fire']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9146,Egypt prosecutor-general refers father accused of killing his two children to criminal court,2018-09-03,egypt prosecutor general refers father accused of killing his two children to criminal court,refer accuse kill child criminal court,"['refer', 'accuse', 'kill', 'child', 'criminal_court']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9147,Egypt following 'grave developments' in Libya with deep concern: FM statement ,2018-09-03,egypt following grave developments in libya with deep concern fm statement ,follow grave development deep concern statement,"['follow', 'grave', 'development', 'deep', 'concern', 'statement']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9148,Egypt's Meteorological Authority warns of autumn flash floods,2018-09-03,egypt is meteorological authority warns of autumn flash floods,meteorological warn autumn flash flood,"['meteorological', 'warn', 'autumn', 'flash', 'flood']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9149,Egypt's Sisi meets South Sudan's Salva Kiir on sidelines of FOCAC summit in Beijing ,2018-09-03,egypt is sisi meets south sudan is salva kiir on sidelines of focac summit in beijing ,sisi meet sideline summit,"['sisi', 'meet', 'sideline', 'summit']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9150,Egypt's President Sisi meets with Chinese and African leaders in Beijing ahead of FOCAC 2018,2018-09-02,egypt is president sisi meets with chinese and african leaders in beijing ahead of focac 2018,sisi meet chinese african leader ahead focac,"['sisi', 'meet', 'chinese', 'african', 'leader', 'ahead', 'focac']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9151,Egypt's Sisi says 'Cairo can benefit from China's economic successes and expertise' ,2018-09-02,egypt is sisi says cairo can benefit from china is economic successes and expertise ,sisi say can benefit economic success expertise,"['sisi', 'say', 'can', 'benefit', 'economic', 'success', 'expertise']",pos,1,Political Leaders in Egypt,Political Leaders in Egypt_pos
9152,"'Cooperation with strategic partners is a top priority,' Egypt FM tells FOCAC meeting in Beijing",2018-09-02, cooperation with strategic partners is a top priority egypt fm tells focac meeting in beijing,cooperation strategic partner top priority tell meeting,"['cooperation', 'strategic', 'partner', 'top', 'priority', 'tell', 'meeting']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9153,Funeral held for late Egyptian economist Samir Amin in France,2018-09-02,funeral held for late egyptian economist samir amin in france,funeral hold late egyptian economist,"['funeral', 'hold', 'late', 'egyptian', 'economist']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9154,Egypt's Al-Azhar denounces terror attack on Nigerian military base,2018-09-02,egypt is al azhar denounces terror attack on nigerian military base,denounce terror attack nigerian military base,"['denounce', 'terror', 'attack', 'nigerian', 'military', 'base']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9155,Seven areas across Egypt to be supplied with natural gas this month: Ministry of Petroleum,2018-09-02,seven areas across egypt to be supplied with natural gas this month ministry of petroleum,area supply natural gas month,"['area', 'supply', 'natural_gas', 'month']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9156,Egypt expresses deep concern over US decision to halt funds to UN Palestinian refugees agency,2018-09-02,egypt expresses deep concern over us decision to halt funds to un palestinian refugees agency,express deep concern decision halt fund palestinian,"['express', 'deep', 'concern', 'decision', 'halt', 'fund', 'palestinian']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9157,Egyptian intelligence delegation discusses reconciliation efforts with Abbas in W. Bank,2018-09-01,egyptian intelligence delegation discusses reconciliation efforts with abbas in w bank,egyptian intelligence delegation discuss reconciliation effort,"['egyptian', 'intelligence', 'delegation', 'discuss', 'reconciliation', 'effort']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9158,Sisi ratifies new law on press and media in Egypt ,2018-09-01,sisi ratifies new law on press and media in egypt ,ratify new law press medium,"['ratify', 'new', 'law', 'press', 'medium']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9159,Sisi appoints former head of ACA as adviser for governance and information infrastructure ,2018-09-01,sisi appoints former head of aca as adviser for governance and information infrastructure ,sisi appoint former head aca adviser governance information infrastructure,"['sisi', 'appoint', 'former', 'head', 'aca', 'adviser', 'governance', 'information', 'infrastructure']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9160,Egypt's Sisi arrives in China for FOCAC 2018,2018-09-01,egypt is sisi arrives in china for focac 2018,sisi arrive,"['sisi', 'arrive']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9161,"Egypt's interior minister meets with Central Security Forces, hails their sacrifices",2018-08-31,egypt is interior minister meets with central security forces hails their sacrifices,meet central security force hail sacrifice,"['meet', 'central', 'security', 'force', 'hail', 'sacrifice']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9162,"Egyptian prosecutors charge woman, five others, with murder of fiancé",2018-08-31,egyptian prosecutors charge woman five others with murder of fianc ,egyptian prosecutor charge woman other murder,"['egyptian', 'prosecutor', 'charge', 'woman', 'other', 'murder']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9163,The age of the ‘Middle Powers’,2018-08-31,the age of the middle powers ,age middle power,"['age', 'middle', 'power']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9164,Egypt's Sisi in Beijing for an economic outreach,2018-08-31,egypt is sisi in beijing for an economic outreach,sisi economic outreach,"['sisi', 'economic', 'outreach']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9165,Egypt's PM Madbouly discusses tragic death of two British tourists with Thomas Cook CEO: Minister of tourism,2018-08-30,egypt is pm madbouly discusses tragic death of two british tourists with thomas cook ceo minister of tourism,madbouly discuss tragic death british tourist,"['madbouly', 'discuss', 'tragic', 'death', 'british', 'tourist']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9166,Egypt's Sisi ratifies appointment of new ambassadors in annual diplomatic reshuffle,2018-08-30,egypt is sisi ratifies appointment of new ambassadors in annual diplomatic reshuffle,sisi ratifie appointment new ambassador annual diplomatic reshuffle,"['sisi', 'ratifie', 'appointment', 'new', 'ambassador', 'annual', 'diplomatic', 'reshuffle']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9167,Egypt's Sisi appoints Sherif Seif El-Din Hussein as new head of the country's anti-corruption authority,2018-08-30,egypt is sisi appoints sherif seif el din hussein as new head of the country is anti corruption authority,sisi appoint sherif new head country anti corruption authority,"['sisi', 'appoint', 'sherif', 'new', 'head', 'country', 'anti', 'corruption', 'authority']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9168,"Sisi's visit to China gives strong thrust to strategic ties between the two countries, Chinese ambassador tells MENA ",2018-08-30,sisi is visit to china gives strong thrust to strategic ties between the two countries chinese ambassador tells mena ,sisi visit give strong thrust strategic tie country chinese ambassador tell,"['sisi', 'visit', 'give', 'strong', 'thrust', 'strategic', 'tie', 'country', 'chinese', 'ambassador', 'tell']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
9169,Veteran Egyptian leftist Hussein Abdel-Razik dies at 82 ,2018-08-30,veteran egyptian leftist hussein abdel razik dies at 82 ,die,['die'],neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9170,"Egypt's Sisi begins three-nation tour to Bahrain, China and Uzbekistan",2018-08-30,egypt is sisi begins three nation tour to bahrain china and uzbekistan,sisi begin nation tour,"['sisi', 'begin', 'nation', 'tour']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9171,"Palestinian national unity will help revive negotiations with Israel, Egypt's Sisi tells Abbas",2018-08-30,palestinian national unity will help revive negotiations with israel egypt is sisi tells abbas,unity will help revive negotiation sisi tell,"['unity', 'will', 'help', 'revive', 'negotiation', 'sisi', 'tell']",pos,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_pos
9172,Egyptian President Sisi swears in 22 new governors,2018-08-30,egyptian president sisi swears in 22 new governors,egyptian sisi swear new governor,"['egyptian', 'sisi', 'swear', 'new', 'governor']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9173,Bright Star 2018 war games to start in Egypt 8 September,2018-08-30,bright star 2018 war games to start in egypt 8 september,bright war game start,"['bright', 'war', 'game', 'start']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9174,Egypt police arrest culprits of university student's murder ,2018-08-30,egypt police arrest culprits of university student is murder ,arrest culprit university student murder,"['arrest', 'culprit', 'university', 'student', 'murder']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9175,Egypt says supports Kenya's efforts to eradicate terrorism after deadly bombing,2018-08-30,egypt says supports kenya is efforts to eradicate terrorism after deadly bombing,say support effort eradicate terrorism deadly bombing,"['say', 'support', 'effort', 'eradicate', 'terrorism', 'deadly', 'bombing']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9176,Egyptian government approves draft resolution for forming a committee for human rights,2018-08-29,egyptian government approves draft resolution for forming a committee for human rights,egyptian government approve draft resolution form committee human right,"['egyptian', 'government', 'approve', 'draft', 'resolution', 'form', 'committee', 'human_right']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9177,Egypt's Sisi stresses 'strong will' to identify Italian student's killers,2018-08-29,egypt is sisi stresses istrong will to identify italian student is killers,sisi stress will identify italian student killer,"['sisi', 'stress', 'will', 'identify', 'italian', 'student', 'killer']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9178,Egypt amd Ethiopia Back to the negotiating table ,2018-08-29,egypt amd ethiopia back to the negotiating table ,back negotiating table,"['back', 'negotiating', 'table']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9179,"Egypt and Sudan discuss bilateral relations, other African developments ",2018-08-29,egypt and sudan discuss bilateral relations other african developments ,discuss bilateral relation other african development,"['discuss', 'bilateral_relation', 'other', 'african', 'development']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9180,Egyptian forces kill 20 militants in Sinai operation: Army ,2018-08-29,egyptian forces kill 20 militants in sinai operation army ,egyptian force kill militant,"['egyptian', 'force', 'kill', 'militant']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9181,Netherlands expresses regret to Egypt over Dutch anti-Islam cartoon contest,2018-08-29,netherlands expresses regret to egypt over dutch anti islam cartoon contest,express regret contest,"['express', 'regret', 'contest']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9182,Prosecutors issue subpoena to question ten Egyptian railway officials over July train derailment ,2018-08-29,prosecutors issue subpoena to question ten egyptian railway officials over july train derailment ,prosecutor issue subpoena question egyptian railway official train derailment,"['prosecutor', 'issue', 'subpoena', 'question', 'egyptian', 'railway', 'official', 'train', 'derailment']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9183,'Worse than cancer': Egyptian parents of children with genetic disorder SMA struggle to raise awareness,2018-08-29, worse than cancer egyptian parents of children with genetic disorder sma struggle to raise awareness,bad cancer egyptian parent child genetic disorder sma struggle raise awareness,"['bad', 'cancer', 'egyptian', 'parent', 'child', 'genetic', 'disorder', 'sma', 'struggle', 'raise', 'awareness']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9184,"Egypt, Ethiopia must press on with diplomatic efforts to preserve mutual interests: Spokesman",2018-08-29,egypt ethiopia must press on with diplomatic efforts to preserve mutual interests spokesman,must press diplomatic effort preserve mutual interest spokesman,"['must', 'press', 'diplomatic', 'effort', 'preserve', 'mutual', 'interest', 'spokesman']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9185,No decision yet on increasing newspaper prices: Egyptian press authority,2018-08-28,no decision yet on increasing newspaper prices egyptian press authority,decision yet increase newspaper price,"['decision', 'yet', 'increase', 'newspaper', 'price']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9186,Egypt foreign minister postpones meeting with Sudanese counterpart to Wednesday,2018-08-28,egypt foreign minister postpones meeting with sudanese counterpart to wednesday,meet sudanese counterpart,"['meet', 'sudanese', 'counterpart']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9187,Egypt starts second phase of project to build 100 Japanese-style schools ,2018-08-28,egypt starts second phase of project to build 100 japanese style schools ,start second phase project build japanese style school,"['start', 'second', 'phase', 'project', 'build', 'japanese', 'style', 'school']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9188,Egypt court sentences six defendants to death over 2016 checkpoint attack ,2018-08-28,egypt court sentences six defendants to death over 2016 checkpoint attack ,sentence defendant death checkpoint attack,"['sentence', 'defendant', 'death', 'checkpoint', 'attack']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9189,"Egypt, Ethiopia agree to overcome obstacles during Grand Renaissance Dam negotiations: Foreign ministry ",2018-08-28,egypt ethiopia agree to overcome obstacles during grand renaissance dam negotiations foreign ministry ,agree overcome obstacle negotiation,"['agree', 'overcome', 'obstacle', 'negotiation']",neg,0,Political Negative Reviews Initiatives,Political Negative Reviews Initiatives_neg
9190,Death toll among Egyptian pilgrims climbs to 55 as hajj season concludes - Ministry,2018-08-28,death toll among egyptian pilgrims climbs to 55 as hajj season concludes ministry,death toll egyptian pilgrim climb season conclude ministry,"['death', 'toll', 'egyptian', 'pilgrim', 'climb', 'season', 'conclude', 'ministry']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
9191,"Sexual harassment can't be justified, is prohibited in Islam: Egypt's Al-Azhar",2018-08-27,sexual harassment can not be justified is prohibited in islam egypt is al azhar,sexual harassment can justify prohibit,"['sexual_harassment', 'can', 'justify', 'prohibit']",neg,1,Political Leaders in Egypt,Political Leaders in Egypt_neg
9192,Egypt's Sisi expresses keenness for development of ties with Vietnam ,2018-08-27,egypt is sisi expresses keenness for development of ties with vietnam ,sisi express keenness development tie,"['sisi', 'express', 'keenness', 'development', 'tie']",neg,"0,1",Political Negative Reviews Initiatives & Political Leaders in Egypt,Political Negative Reviews Initiatives & Political Leaders in Egypt_neg
